STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,YearMonth,monthly_avg_temp
GHM00065442,"KUMASI, GH",2009-05-26,0,86,90,NA,2009-05,82.48262548262548
GHM00065442,"KUMASI, GH",2009-05-27,0,83,92,75,2009-05,82.48262548262548
GHM00065442,"KUMASI, GH",2009-05-28,0,81,NA,76,2009-05,82.48262548262548
GHM00065442,"KUMASI, GH",2009-05-29,0,78,NA,74,2009-05,82.48262548262548
GHM00065442,"KUMASI, GH",2009-05-30,2.68,80,89,71,2009-05,82.48262548262548
GHM00065442,"KUMASI, GH",2009-05-31,0,85,90,NA,2009-05,82.48262548262548
GHM00065442,"KUMASI, GH",2009-06-01,0,85,93,74,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-02,0,81,NA,74,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-03,0,81,NA,76,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-07,0,80,92,73,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-12,2.36,76,NA,70,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-13,0,78,NA,73,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-16,1.26,76,84,69,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-17,0.51,78,NA,70,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-18,0,79,NA,73,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-19,1.22,77,86,71,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-20,0.43,81,88,71,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-21,0,77,83,72,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-22,0.35,74,NA,71,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-23,0,78,NA,NA,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-27,3.54,74,NA,65,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-29,0,75,82,68,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-06-30,0,78,NA,NA,2009-06,79.91616766467065
GHM00065442,"KUMASI, GH",2009-07-01,1.02,75,NA,67,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-02,0,78,NA,72,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-07,2.09,77,NA,72,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-08,0,73,NA,NA,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-11,0.12,73,NA,70,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-23,0.24,76,NA,72,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-24,0,81,86,NA,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-25,0,75,NA,NA,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-26,1.18,73,NA,71,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-27,0,76,NA,NA,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-28,0,74,NA,NA,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-29,0,78,83,NA,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-30,0,77,84,NA,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-07-31,0,76,82,72,2009-07,77.97887323943662
GHM00065442,"KUMASI, GH",2009-08-01,0,74,83,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-02,0,75,NA,NA,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-03,0,76,NA,NA,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-04,0,75,81,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-05,0,76,83,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-06,0,75,81,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-07,0.03,76,81,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-08,0,76,82,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-10,0,78,85,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-11,0,76,82,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-13,0,75,80,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-14,0.01,76,83,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-15,0,75,NA,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-16,0,76,NA,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-17,0,75,NA,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-19,0,76,81,NA,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-20,0,77,85,NA,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-21,0.03,75,NA,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-22,0,77,NA,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-23,0,77,84,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-24,0,77,84,NA,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-25,0,74,NA,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-26,0,77,85,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-28,0,77,84,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-30,0,76,84,71,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-08-31,0,75,NA,72,2009-08,77.39015151515152
GHM00065442,"KUMASI, GH",2009-09-01,0,75,NA,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-02,0,75,80,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-03,0,76,NA,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-04,0,77,86,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-08,0,78,85,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-09,0,78,87,71,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-11,0,77,NA,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-12,0,75,NA,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-13,0,75,NA,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-14,0.55,75,85,71,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-16,0.04,74,NA,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-17,0,77,83,71,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-18,0,82,NA,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-19,0.02,77,83,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-20,0,75,NA,71,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-21,0.04,76,NA,71,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-22,0,79,87,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-23,5.12,79,87,NA,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-24,0,78,89,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-25,0,80,NA,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-26,0,78,86,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-27,0,76,87,73,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-28,5.2,78,NA,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-29,0,79,89,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-09-30,0.59,78,NA,72,2009-09,78.5311203319502
GHM00065442,"KUMASI, GH",2009-10-01,0,80,NA,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-02,0,78,89,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-03,0,81,88,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-04,0.08,77,NA,71,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-05,0,78,NA,72,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-06,1.22,75,NA,71,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-07,0,80,NA,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-08,0,81,NA,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-11,0,83,NA,72,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-12,0,78,88,72,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-15,0,78,85,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-16,0,80,NA,72,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-17,0,79,88,72,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-18,0,80,88,72,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-20,0,79,NA,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-21,0,77,NA,73,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-22,0,78,88,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-23,0,80,89,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-24,0.24,77,85,72,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-25,0.04,79,89,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-26,0.47,78,NA,71,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-27,0,79,89,73,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-28,0,81,89,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-30,0.43,77,NA,70,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-10-31,0,82,NA,NA,2009-10,79.66666666666667
GHM00065442,"KUMASI, GH",2009-11-01,0,79,86,74,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-02,0,80,NA,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-03,0,80,90,73,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-04,0.51,77,NA,71,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-06,0,80,NA,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-08,0.12,78,NA,71,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-09,0.2,79,NA,71,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-10,0,80,NA,73,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-11,0,79,89,73,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-12,0,82,90,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-13,0,77,NA,72,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-14,0.04,76,89,71,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-15,0,79,NA,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-16,0,79,90,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-17,0,82,90,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-18,0,79,NA,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-19,0,80,NA,72,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-20,0,78,NA,71,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-21,0,79,90,72,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-22,0,81,90,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-23,0,76,NA,72,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-24,0,83,95,72,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-25,0,82,NA,71,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-26,0,80,92,NA,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-27,0,84,91,74,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-28,0,81,NA,75,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-29,0,80,92,72,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-11-30,0,81,NA,74,2009-11,81.27675276752767
GHM00065442,"KUMASI, GH",2009-12-01,0,81,92,72,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-02,0,81,NA,73,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-03,0,82,91,74,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-04,0,81,91,74,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-11,0,81,91,74,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-12,0,80,NA,71,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-13,0.43,77,90,68,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-14,0,78,NA,NA,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-15,0,81,NA,72,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-16,0,83,91,NA,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-17,0,82,91,74,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-18,0,79,NA,75,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-23,0,80,90,72,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-24,0,82,91,75,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-26,0,82,91,76,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2009-12-28,0,81,91,75,2009-12,82.66863905325444
GHM00065442,"KUMASI, GH",2010-01-01,0,80,89,NA,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-02,0,82,92,73,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-03,0,82,92,74,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-04,0,80,NA,74,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-05,0,79,88,74,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-06,0,81,89,NA,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-07,0,78,NA,73,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-08,0,78,NA,73,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-09,0,79,NA,NA,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-10,0,81,92,74,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-15,0,75,NA,72,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-16,0,83,92,NA,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-17,0,80,NA,72,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-18,0,79,NA,73,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-20,0,80,94,68,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-21,0,81,93,70,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-22,0,81,NA,74,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-23,0,84,94,76,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-24,0,79,NA,76,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-25,0,84,95,77,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-26,0,88,95,NA,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-27,0,81,NA,NA,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-28,0,80,NA,72,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-29,0,81,NA,75,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-30,0,83,97,74,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-01-31,0,85,98,74,2010-01,82.69747899159664
GHM00065442,"KUMASI, GH",2010-02-01,0,83,92,74,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-02,0,85,99,74,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-03,0,83,96,71,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-04,0,84,96,NA,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-05,0,84,96,77,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-06,0,85,100,75,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-07,0,85,96,75,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-08,0,84,NA,73,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-09,0,85,96,75,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-10,14.63,84,NA,76,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-11,0.04,85,NA,75,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-12,0,82,NA,NA,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-24,0,88,96,NA,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-26,0,80,NA,77,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-27,0.04,83,95,74,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-02-28,0,80,95,71,2010-02,84.72670807453416
GHM00065442,"KUMASI, GH",2010-03-01,0.28,82,93,73,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-02,0,83,NA,76,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-03,0,84,95,74,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-04,0,84,95,NA,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-05,0,83,NA,76,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-06,0,83,93,NA,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-07,0,89,97,NA,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-08,0,85,96,77,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-15,0,83,NA,72,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-16,0,79,NA,73,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-17,0,83,NA,75,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-18,0.2,87,NA,72,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-19,0.16,81,92,70,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-20,0.16,81,90,75,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-21,0,83,92,72,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-22,0,87,93,NA,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-23,0,85,93,NA,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-26,0,87,96,77,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-27,0,89,NA,NA,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-28,0,85,94,74,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-29,0,81,NA,76,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-03-31,0.12,81,91,72,2010-03,84.79716981132076
GHM00065442,"KUMASI, GH",2010-04-01,0,88,96,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-05,0,86,96,77,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-06,0,80,87,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-07,0,84,92,73,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-08,0,87,95,76,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-09,0.03,85,94,76,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-10,0,82,90,74,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-11,0,87,NA,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-13,0,90,96,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-14,0,85,92,78,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-15,0,85,96,75,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-16,0,86,94,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-17,0,81,NA,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-18,0,86,97,75,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-19,0,84,NA,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-20,0,83,90,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-21,0,85,90,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-22,0,81,92,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-23,0,80,NA,72,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-27,0,78,85,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-28,0,81,NA,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-04-29,0,86,NA,NA,2010-04,84.84
GHM00065442,"KUMASI, GH",2010-05-03,0,81,90,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-04,0,81,NA,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-05,0,84,NA,73,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-11,0,86,93,76,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-13,0,81,NA,76,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-15,0,83,92,75,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-16,0,83,NA,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-17,0,79,NA,74,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-18,0,85,90,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-20,0,81,90,74,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-21,0,81,89,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-22,0.2,81,NA,75,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-23,0.01,83,91,75,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-25,0,85,91,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-26,0,78,84,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-27,0,80,90,72,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-28,0.35,83,92,75,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-29,0,81,92,74,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-30,0.03,82,89,76,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-05-31,0,81,88,NA,2010-05,82.82513661202186
GHM00065442,"KUMASI, GH",2010-06-02,0.08,79,90,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-06,0,82,94,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-07,1.89,78,89,68,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-08,0.02,78,NA,73,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-09,0.51,79,87,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-10,0.31,79,NA,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-11,0,82,89,74,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-12,0,79,88,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-13,0.55,77,NA,68,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-14,0.16,80,89,74,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-15,0,81,88,74,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-16,3.31,75,88,68,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-17,0.24,76,NA,69,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-18,0,79,NA,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-19,0,85,90,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-20,0,81,87,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-21,0,80,89,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-22,0,82,89,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-23,0,83,NA,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-24,0,78,82,74,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-25,0,78,82,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-26,0,78,83,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-27,0.01,78,85,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-28,0,78,NA,72,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-06-29,0,81,NA,NA,2010-06,80.4
GHM00065442,"KUMASI, GH",2010-07-02,0.04,79,88,69,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-03,0,78,NA,NA,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-04,0,80,88,74,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-06,0,77,87,73,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-07,0,78,84,73,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-08,0.35,77,87,72,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-09,0,77,87,72,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-10,0,77,82,NA,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-11,0,74,NA,71,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-12,0,77,81,NA,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-13,0,73,NA,71,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-14,0,79,87,NA,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-16,0.01,74,81,72,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-17,0.39,76,85,71,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-23,0,76,NA,NA,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-24,0,76,85,69,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-25,0,78,NA,NA,2010-07,78.47887323943662
GHM00065442,"KUMASI, GH",2010-07-26,0,77,86,70,2010-07,78.47887323943662
