STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,YearMonth,monthly_avg_temp
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-01,0,80,91,76,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-02,0,81,92,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-03,0,82,NA,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-04,0,81,NA,75,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-05,0,79,89,75,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-06,0,83,90,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-07,0,82,NA,78,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-08,0,82,NA,75,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-09,0,79,NA,75,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-10,0,82,NA,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-11,0,83,NA,76,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-12,0,81,NA,75,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-13,0,81,NA,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-14,0,83,NA,76,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-15,0,80,91,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-16,0,81,NA,78,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-17,0,82,88,76,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-18,0,85,90,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-19,0,83,NA,77,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-20,0,84,90,77,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-21,0,83,NA,75,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-22,0.39,83,NA,78,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-24,0,81,NA,75,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-25,0,78,NA,71,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-26,0,80,NA,NA,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-27,0,82,NA,73,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-28,0,81,NA,76,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-29,0,81,NA,72,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-30,0,82,NA,76,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-01-31,0,81,92,76,1990-01,81.48484848484848
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-01,0,83,NA,78,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-02,0,83,NA,79,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-03,0,81,90,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-04,0,83,92,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-05,0,83,NA,77,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-06,0,84,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-07,0,83,91,76,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-08,0,81,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-09,0,81,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-10,0,79,NA,74,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-11,0,85,92,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-12,0,85,NA,76,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-13,0,82,94,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-14,0,81,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-15,0,84,NA,76,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-16,0,86,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-17,0,84,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-18,0.01,83,NA,79,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-19,0,76,88,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-20,0.2,76,89,70,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-21,0,82,NA,75,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-22,0,82,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-23,0,81,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-24,0.04,82,NA,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-25,0,84,92,74,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-26,0,85,92,NA,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-27,0,85,NA,75,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-02-28,0,83,NA,76,1990-02,81.73529411764706
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-01,0,83,92,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-02,0,83,NA,78,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-03,0,82,NA,79,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-04,0,84,NA,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-05,0,85,NA,77,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-06,0,87,NA,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-07,0,84,NA,78,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-08,0,85,NA,77,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-09,0,85,92,78,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-10,0,87,NA,78,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-11,0,87,NA,78,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-12,0,85,94,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-13,0,85,NA,78,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-14,0,85,NA,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-15,0,87,NA,79,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-16,0,86,93,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-17,0,86,NA,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-18,0,85,NA,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-19,0,81,NA,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-20,0,86,94,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-21,0,84,NA,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-22,0,82,NA,79,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-23,0,84,NA,79,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-24,0,85,93,79,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-25,0,85,NA,80,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-26,0,87,NA,80,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-27,0,85,93,79,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-28,0,86,92,79,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-29,0,85,93,80,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-30,0,86,93,NA,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-03-31,0.08,85,NA,71,1990-03,84.48936170212765
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-01,0,85,NA,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-02,0.08,78,NA,75,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-03,2.36,81,91,73,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-04,0,82,92,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-05,0,82,NA,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-06,0,85,92,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-07,0,83,90,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-08,0,84,90,78,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-09,0,81,NA,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-11,0,84,NA,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-12,0,85,92,78,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-13,0,84,92,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-14,0,85,94,78,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-15,0,85,94,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-16,0,81,NA,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-17,0,80,90,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-18,0,84,93,77,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-19,0,83,92,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-20,0,80,NA,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-21,0,84,92,75,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-22,0,86,92,78,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-23,1.57,78,NA,72,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-24,2.13,83,92,74,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-25,0.24,79,NA,72,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-26,0.04,80,NA,73,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-27,0,83,90,70,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-28,0,83,90,76,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-29,0.12,82,NA,NA,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-04-30,0,81,90,78,1990-04,81.86363636363636
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-01,0.63,81,87,72,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-02,0,81,NA,77,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-03,0,84,90,77,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-04,0,75,NA,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-05,0.35,78,NA,71,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-06,0,77,84,71,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-07,0.67,81,NA,72,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-08,0,84,NA,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-09,0.94,81,NA,69,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-10,0.79,82,NA,76,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-11,0,82,NA,76,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-12,0,85,NA,77,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-13,0,83,91,78,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-14,0,83,NA,78,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-15,0,76,NA,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-16,1.1,80,NA,71,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-17,0,83,NA,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-18,0,82,NA,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-19,0,83,89,77,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-20,0,83,90,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-21,0,82,NA,78,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-22,0,82,NA,74,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-23,0,85,NA,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-24,0,83,NA,68,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-25,0,82,NA,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-26,0,81,NA,76,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-27,0,82,90,74,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-28,0,80,87,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-29,0,80,90,74,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-30,0,80,90,NA,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-05-31,0,83,NA,75,1990-05,80.8840579710145
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-01,0,85,NA,76,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-02,0,82,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-03,0.04,81,88,74,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-04,0,82,NA,76,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-05,0,83,89,74,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-06,0,82,NA,77,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-07,0,82,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-08,0,81,NA,76,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-09,0,81,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-10,0,83,NA,76,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-11,0,83,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-12,0.83,79,NA,70,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-13,0.04,81,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-14,0.39,78,NA,75,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-15,0.83,82,88,75,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-16,0,80,87,76,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-17,0,83,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-18,0,82,87,75,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-19,0,81,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-20,0,80,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-21,0,79,NA,74,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-22,0,80,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-23,0,82,NA,75,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-24,0,77,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-25,0.63,79,83,74,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-26,0,78,NA,NA,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-27,0.08,75,78,73,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-28,0.16,76,NA,72,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-29,0.28,78,82,72,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-06-30,0,78,NA,73,1990-06,80.40425531914893
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-01,0,77,81,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-02,0,78,NA,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-03,0.01,77,NA,71,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-04,0,78,NA,72,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-05,0,78,NA,73,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-06,0.08,78,NA,74,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-07,0.08,76,78,75,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-08,0.2,76,NA,74,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-09,0.75,77,81,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-10,0,77,NA,74,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-11,0,78,NA,73,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-12,0,78,NA,73,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-13,0,76,NA,73,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-14,0,76,NA,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-15,0,76,NA,72,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-16,0,77,80,71,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-17,0,77,NA,74,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-18,0.04,76,NA,73,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-19,0,76,NA,72,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-20,0,77,NA,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-21,0,77,NA,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-22,0,77,81,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-23,0,74,NA,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-27,0,76,NA,73,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-28,0,74,NA,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-29,0,76,NA,NA,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-07-31,0,78,NA,73,1990-07,76.45
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-01,0,77,84,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-02,0,75,NA,71,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-03,0,76,NA,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-04,0,76,81,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-05,0,75,NA,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-06,0,76,85,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-07,0,76,85,73,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-08,0.02,77,83,73,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-09,0,75,NA,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-10,0,76,NA,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-11,0,74,NA,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-12,0,78,NA,71,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-13,0,76,NA,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-14,0,76,NA,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-15,0,76,NA,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-16,0,74,81,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-17,0,75,84,71,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-18,0,74,84,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-19,0,77,NA,71,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-20,0,77,NA,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-21,0,78,85,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-22,0,76,NA,72,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-23,0,77,NA,73,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-24,0,78,87,73,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-25,0,78,NA,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-26,0,76,82,73,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-27,0,77,NA,73,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-28,0,76,83,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-29,0,78,84,73,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-30,0,79,85,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-08-31,0,80,85,NA,1990-08,76.06741573033707
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-01,0,80,NA,74,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-02,0,77,NA,NA,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-03,0,76,79,NA,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-04,0,78,NA,NA,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-05,0,77,84,72,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-06,0,78,NA,73,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-07,0,78,NA,NA,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-08,0,78,85,NA,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-09,0,79,84,74,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-10,0,78,NA,75,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-11,0,77,NA,74,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-12,0,79,NA,NA,1990-09,77.75
GHM00065472,"KOTOKA INTERNATIONAL, GH",1990-09-13,0,78,85,NA,1990-09,77.75
